name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations,distance_cm,level_pct,ts
"15.5645,-88.0286",2023-09-01,33.6,24.0,28.1,42.1,24.0,32.2,24.6,82.1,1.748,100,8.33,rain,0,0,48.2,30.5,50.9,1012.1,66.1,10.3,217.2,18.8,8,75,2023-09-01T05:39:24,2023-09-01T18:04:45,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999,C6VG7",7.57,31.2,0
"15.5645,-88.0286",2023-09-02,32.9,23.0,27.7,39.4,23.0,30.6,23.5,79.3,0.0,0,0.0,,0,0,31.0,23.7,29.3,1012.6,42.7,10.1,250.6,21.6,8,60,2023-09-02T05:39:30,2023-09-02T18:04:01,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999,C6VG7",4.29,61.0,1000
"15.5645,-88.0286",2023-09-03,31.7,23.8,26.8,38.8,23.8,29.2,24.0,85.0,11.935,100,8.33,rain,0,0,33.5,23.9,46.1,1012.4,76.5,9.6,238.3,20.7,8,60,2023-09-03T05:39:35,2023-09-03T18:03:16,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999,C6VG7",3.81,65.4,2000
"15.5645,-88.0286",2023-09-04,33.7,23.9,27.8,39.3,23.9,30.7,23.8,80.8,0.1,100,4.17,rain,0,0,29.2,24.1,31.4,1011.4,48.3,10.2,248.7,21.4,9,60,2023-09-04T05:39:41,2023-09-04T18:02:31,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999,C6VG7",6.41,41.7,3000
"15.5645,-88.0286",2023-09-05,34.8,23.2,27.8,42.0,23.2,30.2,23.8,80.7,0.2,100,4.17,rain,0,0,32.4,31.4,42.9,1011.3,54.8,10.1,270.1,23.4,9,60,2023-09-05T05:39:46,2023-09-05T18:01:46,0.69,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999,C6VG7",7.76,29.5,4000
"15.5645,-88.0286",2023-09-06,33.8,24.0,28.6,41.8,24.0,32.4,24.3,79.1,7.768,100,8.33,rain,0,0,31.0,24.1,39.4,1011.6,39.5,10.1,257.6,22.2,9,60,2023-09-06T05:39:51,2023-09-06T18:01:00,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,V7QK9,78637099999,C6VG7",5.38,51.1,5000
"15.5645,-88.0286",2023-09-07,33.9,24.6,28.8,40.7,24.6,32.4,24.6,79.5,0.2,100,4.17,rain,0,0,46.4,25.9,27.1,1011.0,52.9,9.8,244.9,21.1,8,75,2023-09-07T05:39:56,2023-09-07T18:00:15,0.76,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"78706099999,78708099999,MHLM,MGPB,V7QK9,MHTE,78637099999",9.85,10.5,6000
"15.5645,-88.0286",2023-09-08,34.6,23.3,27.4,41.7,23.3,30.0,23.6,81.4,23.915,100,12.5,rain,0,0,33.1,24.2,16.2,1011.4,65.3,9.5,225.5,19.5,9,30,2023-09-08T05:40:01,2023-09-08T17:59:29,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,V7QK9,78637099999",7.48,32.0,7000
"15.5645,-88.0286",2023-09-09,32.8,20.0,27.3,40.3,20.0,30.1,23.6,81.2,0.935,100,4.17,rain,0,0,31.3,23.2,47.2,1011.5,49.8,10.0,223.6,19.4,8,60,2023-09-09T05:40:06,2023-09-09T17:58:42,0.82,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999,C6VG7",5.85,46.8,8000
"15.5645,-88.0286",2023-09-10,32.6,25.0,27.9,39.0,25.0,30.9,24.4,82.0,0.026,100,4.17,rain,0,0,44.6,23.0,25.7,1012.4,46.6,10.3,233.0,20.2,8,60,2023-09-10T05:40:11,2023-09-10T17:57:56,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999,C6VG7",5.14,53.3,9000
"15.5645,-88.0286",2023-09-11,32.0,24.1,27.9,38.1,24.1,31.0,24.1,80.9,0.545,100,4.17,rain,0,0,33.5,23.3,18.1,1012.2,48.1,10.1,227.7,19.6,8,30,2023-09-11T05:40:16,2023-09-11T17:57:09,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999",4.75,56.8,10000
"15.5645,-88.0286",2023-09-12,33.6,24.2,28.0,40.5,24.2,30.7,24.4,82.7,20.611,100,8.33,rain,0,0,44.6,21.9,26.7,1011.5,61.8,9.3,218.6,18.9,8,60,2023-09-12T05:40:20,2023-09-12T17:56:22,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999,C6VG7",7.83,28.8,11000
"15.5645,-88.0286",2023-09-13,32.9,24.1,28.1,40.7,24.1,31.7,24.4,81.5,3.854,100,4.17,rain,0,0,30.6,26.8,31.3,1007.5,56.5,10.0,207.2,17.9,8,60,2023-09-13T05:40:25,2023-09-13T17:55:35,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999",5.51,49.9,12000
"15.5645,-88.0286",2023-09-14,33.8,25.0,28.8,39.5,25.0,32.1,24.1,77.3,1.0,100,4.17,rain,0,0,33.1,25.5,30.0,1010.8,54.2,10.2,256.0,22.2,9,60,2023-09-14T05:40:29,2023-09-14T17:54:48,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,V7QK9,78637099999,C6VG7",2.48,77.5,13000
"15.5645,-88.0286",2023-09-15,33.4,24.2,28.1,40.4,24.2,31.2,24.3,81.2,0.324,100,4.17,rain,0,0,33.1,21.7,45.7,1011.3,50.5,10.3,250.3,21.6,8,30,2023-09-15T05:40:34,2023-09-15T17:54:01,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999,C6VG7",5.18,52.9,14000
"15.5645,-88.0286",2023-09-16,33.7,24.1,28.6,39.6,24.1,32.4,24.4,79.8,1.779,100,4.17,rain,0,0,31.0,24.9,28.9,1011.8,41.9,10.1,236.7,20.4,9,30,2023-09-16T05:40:38,2023-09-16T17:53:14,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999,C6VG7",7.9,28.2,15000
"15.5645,-88.0286",2023-09-17,33.8,24.9,29.1,40.7,24.9,33.2,24.4,77.1,0.214,100,4.17,rain,0,0,28.8,24.3,37.5,1011.6,37.5,10.2,254.9,22.0,9,60,2023-09-17T05:40:43,2023-09-17T17:52:26,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999,C6VG7",3.46,68.5,16000
"15.5645,-88.0286",2023-09-18,33.8,23.7,28.5,39.4,23.7,31.6,23.7,76.5,0.208,100,4.17,rain,0,0,30.2,28.0,42.0,1011.6,35.8,10.3,243.0,21.1,9,60,2023-09-18T05:40:47,2023-09-18T17:51:39,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999,C6VG7",3.4,69.1,17000
"15.5645,-88.0286",2023-09-19,33.2,23.4,28.0,39.1,23.4,30.4,23.5,78.4,10.065,100,12.5,rain,0,0,33.1,25.0,29.6,1011.0,45.7,10.2,221.6,19.1,8,30,2023-09-19T05:40:52,2023-09-19T17:50:51,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78706099999,78708099999,MHLM,MGPB,V7QK9,MHTE,78637099999,C6VG7",6.25,43.2,18000
"15.5645,-88.0286",2023-09-20,32.9,24.1,28.1,39.5,24.1,30.9,24.2,80.9,5.0,100,4.17,rain,0,0,32.8,26.4,31.1,1010.7,51.3,10.2,235.3,20.3,9,30,2023-09-20T05:40:56,2023-09-20T17:50:04,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999,C6VG7",6.25,43.2,19000
"15.5645,-88.0286",2023-09-21,33.8,24.1,28.5,40.6,24.1,31.9,24.3,79.2,0.071,100,4.17,rain,0,0,32.4,25.9,38.2,1010.8,34.3,10.1,226.9,19.6,9,60,2023-09-21T05:41:01,2023-09-21T17:49:17,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,V7QK9,78637099999",7.08,35.6,20000
"15.5645,-88.0286",2023-09-22,34.6,24.1,29.0,40.7,24.1,32.5,24.4,78.5,0.279,100,4.17,rain,0,0,34.6,24.8,16.6,1010.4,42.6,10.2,247.6,21.5,9,30,2023-09-22T05:41:06,2023-09-22T17:48:30,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"78706099999,78708099999,MHLM,MGPB,V7QK9,MHTE,78637099999,C6VG7",8.8,20.0,21000
"15.5645,-88.0286",2023-09-23,33.9,24.5,28.5,40.6,24.5,32.0,24.2,79.0,0.0,0,0.0,rain,0,0,32.8,23.0,31.2,1010.0,35.7,10.2,246.2,21.1,9,60,2023-09-23T05:41:11,2023-09-23T17:47:42,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,V7QK9,MHTE,78637099999,C6VG7",7.8,29.1,22000
"15.5645,-88.0286",2023-09-24,33.9,24.0,28.3,39.6,24.0,31.1,23.3,75.8,0.0,0,0.0,,0,0,31.3,24.6,22.5,1009.8,34.4,10.5,252.5,21.8,9,60,2023-09-24T05:41:16,2023-09-24T17:46:55,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,V7QK9,MHTE,78637099999",6.89,37.4,23000
"15.5645,-88.0286",2023-09-25,33.8,24.1,28.3,39.5,24.1,30.9,23.2,75.2,0.0,0,0.0,,0,0,38.2,23.7,26.1,1010.8,42.3,10.3,238.7,20.6,9,60,2023-09-25T05:41:21,2023-09-25T17:46:09,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,MHTE,V7QK9,78637099999,C6VG7",7.78,29.3,24000
"15.5645,-88.0286",2023-09-26,33.8,23.1,28.0,39.5,23.1,31.0,23.4,77.6,0.187,100,4.17,rain,0,0,32.8,23.9,36.2,1011.7,47.3,10.2,225.0,19.5,8,60,2023-09-26T05:41:26,2023-09-26T17:45:22,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"78706099999,78708099999,MHLM,MGPB,V7QK9,MHTE,78637099999,C6VG7",4.58,58.4,25000
"15.5645,-88.0286",2023-09-27,32.9,25.0,28.4,39.3,25.0,31.3,23.8,77.5,0.587,100,8.33,rain,0,0,29.2,28.1,19.7,1010.9,61.3,10.1,216.7,18.8,9,30,2023-09-27T05:41:32,2023-09-27T17:44:35,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"78706099999,78708099999,MHLM,MGPB,V7QK9,MHTE,78637099999,C6VG7",4.89,55.5,26000
"15.5645,-88.0286",2023-09-28,34.7,24.1,28.7,41.8,24.1,31.8,24.0,77.6,0.8,100,8.33,rain,0,0,30.6,26.8,42.7,1009.4,45.6,10.1,219.6,19.1,8,30,2023-09-28T05:41:38,2023-09-28T17:43:49,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78706099999,78708099999,MGPB,MHLM,MHTE,V7QK9,78637099999,C6VG7",3.83,65.2,27000
"15.5645,-88.0286",2023-09-29,33.8,25.3,29.0,40.8,25.3,32.9,24.4,77.7,0.0,0,0.0,rain,0,0,22.3,21.6,51.9,1009.4,60.3,10.0,153.2,13.2,6,30,2023-09-29T05:41:43,2023-09-29T17:43:03,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,MHTE,V7QK9,78637099999,C6VG7",4.35,60.5,28000
"15.5645,-88.0286",2023-09-30,32.8,24.0,28.1,39.5,24.0,31.6,24.3,80.8,0.221,100,4.17,rain,0,0,31.0,22.3,11.0,1010.7,59.2,10.4,225.7,19.6,9,30,2023-09-30T05:41:50,2023-09-30T17:42:17,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"78706099999,78708099999,MHLM,MGPB,V7QK9,MHTE,78637099999,C6VG7",7.05,35.9,29000
"15.5645,-88.0286",2023-10-01,32.9,23.1,27.6,40.2,23.1,31.0,23.9,81.1,16.98,100,12.5,rain,0,0,27.0,20.8,49.6,1010.9,54.7,10.1,220.1,19.0,8,60,2023-10-01T05:41:56,2023-10-01T17:41:32,0.58,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,V7QK9,78637099999,C6VG7",2.74,75.1,30000
"15.5645,-88.0286",2023-10-02,31.8,24.4,27.7,38.2,24.4,30.7,24.5,83.6,0.0,0,0.0,rain,0,0,32.0,21.1,24.8,1010.0,65.8,10.1,213.3,18.3,8,30,2023-10-02T05:42:03,2023-10-02T17:40:47,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,V7QK9,MHTE,78637099999,C6VG7",5.47,50.3,31000
"15.5645,-88.0286",2023-10-03,32.9,22.6,27.5,39.4,22.6,30.4,23.5,80.3,0.0,0,0.0,,0,0,27.7,22.8,44.3,1009.5,53.4,10.2,225.3,19.3,8,60,2023-10-03T05:42:09,2023-10-03T17:40:02,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,V7QK9,MHTE,78637099999",5.45,50.5,32000
"15.5645,-88.0286",2023-10-04,34.8,24.2,29.0,41.9,24.2,32.8,24.0,76.2,0.0,0,0.0,,0,0,32.4,21.0,41.4,1008.9,32.9,10.0,241.2,20.8,8,60,2023-10-04T05:42:17,2023-10-04T17:39:17,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,V7QK9,MHTE,78637099999",5.95,45.9,33000
"15.5645,-88.0286",2023-10-05,35.5,25.8,29.7,43.2,25.8,34.3,24.6,75.5,0.5,100,4.17,rain,0,0,27.0,23.7,32.1,1009.2,40.5,10.2,262.1,22.7,9,60,2023-10-05T05:42:24,2023-10-05T17:38:33,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999,C6VG7",5.41,50.8,34000
"15.5645,-88.0286",2023-10-06,35.6,23.8,29.2,44.7,23.8,33.5,24.2,75.6,0.0,0,0.0,rain,0,0,42.5,24.1,36.0,1009.2,49.1,9.8,236.3,20.4,8,75,2023-10-06T05:42:32,2023-10-06T17:37:50,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,V7QK9,MHTE,78637099999",4.5,59.1,35000
"15.5645,-88.0286",2023-10-07,35.4,24.1,29.2,44.3,24.1,34.1,24.7,78.3,0.8,100,4.17,rain,0,0,31.0,22.1,39.9,1009.9,39.4,10.1,241.2,20.8,8,75,2023-10-07T05:42:40,2023-10-07T17:37:06,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999,C6VG7",5.41,50.8,36000
"15.5645,-88.0286",2023-10-08,33.9,25.9,29.4,42.0,25.9,34.2,24.8,77.7,0.0,0,0.0,rain,0,0,26.6,25.5,40.4,1010.0,38.2,10.2,226.5,19.6,8,30,2023-10-08T05:42:49,2023-10-08T17:36:23,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999",9.15,16.8,37000
"15.5645,-88.0286",2023-10-09,34.8,25.9,29.6,43.2,25.9,34.2,24.9,77.4,0.0,0,0.0,rain,0,0,28.8,24.8,35.9,1009.1,47.7,10.0,224.8,19.4,8,75,2023-10-09T05:42:57,2023-10-09T17:35:41,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999,C6VG7",9.55,13.2,38000
"15.5645,-88.0286",2023-10-10,35.6,25.6,28.8,43.3,25.6,32.4,24.7,80.4,6.948,100,8.33,rain,0,0,26.6,22.3,229.1,1008.1,49.9,10.2,228.5,19.8,9,60,2023-10-10T05:43:07,2023-10-10T17:34:59,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,V7QK9,78637099999,C6VG7",6.01,45.4,39000
"15.5645,-88.0286",2023-10-11,36.8,25.7,30.7,44.6,25.7,34.6,24.0,70.3,0.0,0,0.0,,0,0,34.6,18.2,244.2,1005.4,28.7,10.1,262.3,22.6,9,60,2023-10-11T05:43:16,2023-10-11T17:34:18,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999,C6VG7",6.99,36.5,40000
"15.5645,-88.0286",2023-10-12,38.0,25.2,31.3,43.4,25.2,35.5,23.1,63.5,29.0,100,4.17,rain,0,0,28.1,22.3,225.3,1005.4,36.8,9.9,267.7,23.2,9,60,2023-10-12T05:43:26,2023-10-12T17:33:38,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,V7QK9,78637099999,C6VG7",2.92,73.5,41000
"15.5645,-88.0286",2023-10-13,36.5,25.1,30.2,44.3,25.1,34.7,24.6,74.1,0.0,0,0.0,,0,0,29.9,22.3,262.4,1006.7,29.1,10.4,262.1,22.7,9,75,2023-10-13T05:43:37,2023-10-13T17:32:57,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999",4.54,58.7,42000
"15.5645,-88.0286",2023-10-14,34.6,26.1,29.9,45.0,26.1,36.3,25.7,79.8,0.0,0,0.0,rain,0,0,28.8,15.2,62.1,1008.8,32.4,10.0,245.0,21.0,8,75,2023-10-14T05:43:48,2023-10-14T17:32:18,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,V7QK9,MHTE,78637099999,C6VG7",5.32,51.6,43000
"15.5645,-88.0286",2023-10-15,35.7,25.8,29.4,43.2,25.8,34.5,25.1,79.1,0.187,100,4.17,rain,0,0,27.4,28.9,38.9,1009.9,56.4,10.1,223.9,19.4,8,60,2023-10-15T05:43:59,2023-10-15T17:31:39,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999,C6VG7",8.93,18.8,44000
"15.5645,-88.0286",2023-10-16,30.0,23.0,26.3,35.1,23.0,28.1,23.5,85.4,20.676,100,12.5,rain,0,0,35.3,27.0,63.9,1012.5,81.2,9.3,104.9,9.0,5,30,2023-10-16T05:44:11,2023-10-16T17:31:01,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999",4.0,63.6,45000
"15.5645,-88.0286",2023-10-17,28.8,22.9,25.1,30.1,22.9,25.5,21.1,79.9,23.84,100,12.5,rain,0,0,37.1,16.1,64.9,1014.8,94.6,9.7,121.5,10.6,5,10,2023-10-17T05:44:23,2023-10-17T17:30:23,0.11,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"78706099999,78708099999,MHLM,MGPB,V7QK9,MHTE,78637099999",5.86,46.7,46000
"15.5645,-88.0286",2023-10-18,25.9,21.3,23.2,25.9,21.3,23.2,21.3,89.4,10.213,100,20.83,rain,0,0,24.8,123.7,158.9,1014.6,89.8,7.6,59.1,5.1,3,10,2023-10-18T05:44:36,2023-10-18T17:29:47,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78706099999,78708099999,MHLM,MGPB,V7QK9,MHTE,78637099999,C6VG7",9.88,10.2,47000
"15.5645,-88.0286",2023-10-19,26.0,21.9,23.9,26.0,21.9,23.9,21.7,87.8,24.549,100,20.83,rain,0,0,30.6,13.9,242.1,1013.5,97.4,8.8,72.4,6.2,3,10,2023-10-19T05:44:49,2023-10-19T17:29:11,0.18,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"78706099999,78708099999,MHLM,MGPB,V7QK9,MHTE,78637099999",6.16,44.0,48000
"15.5645,-88.0286",2023-10-20,28.9,22.9,24.5,32.6,22.9,24.9,22.1,86.9,0.052,100,8.33,rain,0,0,17.3,24.8,241.6,1013.3,87.3,10.1,124.3,10.8,4,10,2023-10-20T05:45:03,2023-10-20T17:28:35,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,V7QK9,78637099999,C6VG7",6.9,37.3,49000
"15.5645,-88.0286",2023-10-21,27.9,22.8,24.6,30.6,22.8,25.1,22.4,88.4,0.987,100,12.5,rain,0,0,24.5,16.6,73.8,1013.5,85.2,9.7,157.1,13.6,6,10,2023-10-21T05:45:18,2023-10-21T17:28:01,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,V7QK9,78637099999,C6VG7",2.97,73.0,50000
"15.5645,-88.0286",2023-10-22,31.6,21.8,26.1,35.4,21.8,27.4,22.3,81.2,0.039,100,4.17,rain,0,0,28.4,21.2,25.8,1011.8,52.4,10.1,191.3,16.5,7,10,2023-10-22T05:45:33,2023-10-22T17:27:27,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,V7QK9,78637099999,C6VG7",8.61,21.7,51000
"15.5645,-88.0286",2023-10-23,32.8,23.3,27.4,38.0,23.3,29.5,23.3,80.1,0.0,0,0.0,rain,0,0,28.4,19.5,29.2,1011.0,33.3,10.2,210.8,18.2,8,30,2023-10-23T05:45:48,2023-10-23T17:26:54,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999,C6VG7",6.82,38.0,52000
"15.5645,-88.0286",2023-10-24,32.9,23.1,27.3,39.4,23.1,29.8,23.9,83.0,0.787,100,8.33,rain,0,0,29.2,22.3,39.2,1011.0,58.7,9.9,212.6,18.3,8,30,2023-10-24T05:46:04,2023-10-24T17:26:22,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"78706099999,78708099999,MHLM,MGPB,V7QK9,MHTE,78637099999,C6VG7",6.36,42.2,53000
"15.5645,-88.0286",2023-10-25,29.7,24.0,26.3,35.8,24.0,28.0,24.3,89.6,3.431,100,12.5,rain,0,0,30.2,19.4,30.5,1011.0,66.8,9.5,158.6,13.6,7,30,2023-10-25T05:46:21,2023-10-25T17:25:51,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"78706099999,78708099999,MHLM,MGPB,V7QK9,MHTE,78637099999,C6VG7",4.74,56.9,54000
"15.5645,-88.0286",2023-10-26,30.8,23.8,26.9,37.5,23.8,29.6,24.3,86.2,0.065,100,4.17,rain,0,0,23.0,20.8,30.9,1010.1,52.9,10.0,187.7,16.2,9,30,2023-10-26T05:46:38,2023-10-26T17:25:21,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999,C6VG7",4.43,59.7,55000
"15.5645,-88.0286",2023-10-27,31.7,24.0,26.6,37.7,24.0,28.4,24.5,89.5,16.975,100,12.5,rain,0,0,44.6,23.7,34.2,1010.2,72.2,9.3,153.7,13.4,7,30,2023-10-27T05:46:56,2023-10-27T17:24:51,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78706099999,78708099999,MHLM,MGPB,V7QK9,MHTE,78637099999,C6VG7",5.34,51.5,56000
"15.5645,-88.0286",2023-10-28,30.9,23.0,26.6,36.5,23.0,28.5,23.9,86.4,4.676,100,4.17,rain,0,0,31.0,21.2,41.4,1010.6,67.2,10.3,193.7,16.7,6,30,2023-10-28T05:47:14,2023-10-28T17:24:23,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999,C6VG7,remote",7.45,32.3,57000
"15.5645,-88.0286",2023-10-29,29.8,24.0,26.5,34.7,24.0,28.5,23.7,85.0,0.187,100,4.17,rain,0,0,28.4,17.2,44.6,1009.5,71.7,10.1,153.6,13.3,6,30,2023-10-29T05:47:33,2023-10-29T17:23:56,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,V7QK9,78637099999,C6VG7",9.0,18.2,58000
"15.5645,-88.0286",2023-10-30,30.9,23.0,26.6,35.2,23.0,28.2,22.8,80.7,0.019,100,4.17,rain,0,0,40.7,23.0,51.0,1010.0,66.0,10.4,250.6,21.7,9,10,2023-10-30T05:47:52,2023-10-30T17:23:29,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"78706099999,78708099999,MHLM,MGPB,V7QK9,MHTE,78637099999,C6VG7",6.08,44.7,59000
"15.5645,-88.0286",2023-10-31,29.9,23.0,26.0,34.9,23.0,27.4,22.6,82.1,0.5,100,4.17,rain,0,0,28.1,19.2,255.9,1011.4,91.3,10.2,122.1,10.5,5,10,2023-10-31T05:48:12,2023-10-31T17:23:04,0.59,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,V7QK9,78637099999,C6VG7,remote",7.35,33.2,60000
"15.5645,-88.0286",2023-11-01,28.1,21.9,24.5,30.7,21.9,24.9,21.6,84.7,2.103,100,12.5,rain,0,0,20.5,27.7,239.8,1013.1,93.4,10.1,85.2,7.3,6,10,2023-11-01T05:48:33,2023-11-01T17:22:39,0.63,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"78706099999,78708099999,MGPB,V7QK9,MHLM,MHTE,78637099999,C6VG7",6.69,39.2,61000
